hubspot_id,state,viability_score,candidate_office,official_office_name,office_level,office_type,election_date,general_election_result,general_votes_received,total_general_votes_cast,is_uncontested,outreach_id,campaign_id,outreach_name,outreach_title,script,outreach_status,outreach_type,outreach_date,message,phone_list_id,audience_request,voter_file_filter_id,outreach_created_at,outreach_updated_at
30199764107,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30784371023,Pennsylvania,null,Mayor,null,null,null,2025-05-20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31553713218,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31545011715,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31615940782,Pennsylvania,0.0200000000,U.S. House of Representatives - Pennsylvania 11th Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31664633702,Missouri,3.4100000000,Howell Valley R-1 School Board,Howell Valley R-1 School Board,LOCAL,School Board,2025-04-08,Lost General,81.0000000000,354.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
32144233353,New Jersey,null,Highland Park Borough Council,null,CITY,null,2025-11-04,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
32498482241,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
32474115668,Kentucky,3.3200000000,Pike County Soil and Water Conservation District Board,null,LOCAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
32656292677,Florida,0.0700000000,U.S. House of Representatives - Florida 12th Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
32911420595,New York,1.1400000000,New York City Council - District 46,null,CITY,null,2025-11-04,Not on Ballot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
33088468294,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
33262542367,South Dakota,0.4700000000,Meade School Board,Meade School Board,LOCAL,School Board,2025-06-03,Lost General,258.0000000000,2030.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
33361191206,Mississippi,2.1700000000,Duck Hill Town Council,null,CITY,null,2025-06-03,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
34363879846,Pennsylvania,1.3100000000,Chester County: East Fallowfield Township Auditor,Chester County: East Fallowfield Township Auditor,LOCAL,null,2025-11-04,Not on Ballot,null,null,UnContested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
34501491720,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
34548322684,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35136650126,New York,1.4600000000,New Castle Town Council,null,TOWNSHIP,null,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35219631243,Nebraska,1.3800000000,Burt County Commission - District 5,null,COUNTY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35460115101,Washington,1.2700000000,Grant County Hospital District 1 Board - At Large,Grant County Hospital District 1 Board - District 2,LOCAL,Other,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35628853401,Texas,1.5200000000,Texas Supreme Court Chief Justice - Place 1,null,STATE,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35881311398,Washington,2.7900000000,Skamania County Fire District 4 Board - Position 1,Skamania County Fire District 4 Board - Position 1,LOCAL,Other,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35878037635,Washington,2.5300000000,Graham Fire and Rescue District Board - Position 2,Graham Fire And Rescue District Board - Position 2,LOCAL,Other,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36110062389,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36109172010,Wisconsin,0.1100000000,U.S. House of Representatives - Wisconsin 6th Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36321465142,Kentucky,2.0700000000,McCreary County Jailer,null,COUNTY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36332527274,Kansas,1.5300000000,Turner Usd 202 School Board,Turner Usd 202 School Board,LOCAL,School Board,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36479100416,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36772570423,Utah,0.8100000000,Richfield City Council,Richfield Mayor,CITY,City Council,2025-11-04,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36775367249,Utah,2.8500000000,South Weber City Council,South Weber City Council,CITY,City Council,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37439087534,Washington,1.3400000000,"Skagit County Hospital Board - District 1, Position 2",null,LOCAL,Other,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37734177359,Georgia,0.0800000000,U.S. House of Representatives - Georgia 6th Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38438291623,Montana,1.2100000000,Libby City Mayor,Libby City Mayor,CITY,Mayor,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38747871660,Florida,1.8200000000,Cape Coral City Council - District 1,null,CITY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39117822076,Ohio,3.0700000000,Jackson County: Madison Township Trustee,Jackson County: Madison Township Trustee,TOWNSHIP,Town Council,2025-11-04,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39182419004,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39197238423,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39281195893,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39428348057,Colorado,null,Arvada City Council - District 3,null,CITY,City Council,2025-11-04,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39618570800,Alabama,null,City of Lincoln - Ward 3 Runoff,null,null,Other,2025-09-23,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39697156656,New Mexico,1.0400000000,Floyd Councilor At Large,Floyd Councilor At Large,Local,Town Council,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39698397976,Idaho,2.9900000000,Hansen City Council,tonybohrn@gmail.com,CITY,City Council,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39758278184,Arkansas,null,Sunset Town Mayor,null,CITY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40055899211,Michigan,2.8100000000,Birmingham City Library Board,Birmingham City Library Board,LOCAL,Other,2025-11-04,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40370230800,California,null,Santa Ana City Mayor,null,CITY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40334930188,Washington,0.9500000000,Federal Way City Municipal Court Judge - Position 2,Federal Way City Municipal Court Judge - Position 2,CITY,Judge,2025-11-04,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40884238940,Indiana,null,Switzerland County Sheriff,null,COUNTY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41306575490,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41320784552,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41443159642,Illinois,null,Metropolitan Water Reclamation District Board,null,LOCAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41404785260,New Mexico,0.4500000000,Taos Town Mayor,Taos Town Mayor,CITY,Mayor,2025-11-04,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41394584643,Massachusetts,null,Medford City Council,Medford City Council,CITY,null,2025-11-04,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41574994991,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
42034019095,Iowa,4.1800000000,Villisca School Board,Villisca School Board,LOCAL,School Board,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
42079178910,New Jersey,0.2200000000,New Jersey General Assembly - District 5,null,STATE,Other,2025-11-04,Lost General,1071.0000000000,132824.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
42616552219,Iowa,2.8800000000,Bennett School Board,Bennett School Board,LOCAL,School Board,2025-11-04,Won General,88.0000000000,355.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
43316016133,New Jersey,2.7800000000,Montclair Town School Board,Montclair Town School Board,LOCAL,null,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
44064636003,Maryland,null,Maryland House of Delegates - District 5,null,STATE,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
44387294600,Washington,null,Seattle City Council - District 5,null,CITY,null,2027-11-02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
44642693263,California,null,San Diego County Treasurer/Tax Collector,null,COUNTY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
44687294470,Texas,null,Rockwall County Clerk,null,COUNTY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
45011544236,Michigan,null,"Ypsilanti Township Supervisor, Treasurer, Clerk, Trustee",null,null,null,2028-11-07,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
45067803200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
45891155097,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
46766438204,Tennessee,null,Shelby County Commission - District 1,null,COUNTY,null,2026-08-06,null,null,null,Contested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
47399573028,Minnesota,null,St. Paul City Council - Ward 2,null,CITY,null,2027-11-02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
47590882573,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
47613074304,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
47567228272,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
48640460729,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
48608357918,Georgia,null,Decatur County Commission - District 6,null,COUNTY,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21115304470,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31709314442,Arizona,null,U.S. House of Representatives - Arizona 7th Congressional District,null,FEDERAL,null,2025-09-23,Not on Ballot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
18967159711,Pennsylvania,null,State House of Representatives,null,State,State House,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
19141089160,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
19155570586,New Jersey,3.0100000000,Springfield Township School Board (Union County),null,LOCAL,School Board,2024-11-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20457123408,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20662010690,New York,3.3300000000,Schenectady School Board,null,LOCAL,School Board,2024-05-21,Won General,780.0000000000,1814.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20803481645,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21251316540,Florida,1.8200000000,St. Augustine City Commission - Seat 1,null,CITY,City Council,2024-11-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21256893328,Pennsylvania,0.0500000000,Pennsylvania House of Representatives - District 200,null,STATE,State House,2024-11-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21353631533,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21570509497,Florida,2.0500000000,Broward County School Board - Seat 9 (At Large),null,LOCAL,null,2024-11-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21579669428,Georgia,3.1000000000,Hiram City Council - Post 4,School Board,CITY,City Council,2025-11-04,Won General,379.0000000000,634.0000000000,null,58413,6875,null,P2P Outreach - Campaign 6875,sms1MonthUntilElection,pending,text,2025-11-01T04:00:00.000,"Its probably too late, but I was trying to get it sent out on 10/31/2025. Thank you. ",null,null,82369,2025-10-29T01:46:34.230,2025-10-29T01:46:34.230
21581938612,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21592267806,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21777551529,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21826740867,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21989390413,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22018249296,Florida,1.8200000000,Hollywood City Commission - District 2,null,CITY,null,2024-11-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22048432030,Florida,1.3900000000,Titusville City Mayor,null,CITY,Mayor,2024-11-05,null,1865.0000000000,8618.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22130143908,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22169528436,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22309070679,Arkansas,1.7800000000,Holiday Island City Council - Position 1,null,CITY,City Council,2024-11-05,Lost General,560.0000000000,1233.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22381951918,Massachusetts,null,Massachusetts Clerk for the Commonwealth,null,STATE,null,2024-11-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22983764387,Minnesota,3.2600000000,Plainview City Mayor,null,CITY,Mayor,2026-11-03,null,null,null,UnContested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23088529183,Minnesota,3.8800000000,Heidelberg City Council,null,CITY,City Council,2024-11-05,Lost General,17.0000000000,155.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23142615839,California,2.4200000000,Pioneer Union Elementary School Board (El Dorado County),null,LOCAL,School Board,2024-11-05,Lost General,725.0000000000,2659.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23339583624,New Jersey,0.6500000000,Hopewell Valley Regional School Board - Hopewell Township,null,LOCAL,School Board,2025-11-04,Lost General,4694.0000000000,12935.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23917987620,Minnesota,5.0000000000,Taopi City Mayor,null,CITY,Mayor,2024-11-05,Won General,20.0000000000,25.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23959136419,Arkansas,3.6000000000,"Redfield City Council - District 3, Position 1",null,CITY,City Council,2024-12-03,Won General,356.0000000000,562.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
28744986118,Missouri,3.2500000000,New Haven City Mayor,null,CITY,Mayor,2025-04-08,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
28993682851,Illinois,1.1100000000,St. Charles City Council - Ward 3,St. Charles City Council - Ward 3,CITY,City Council,2025-04-01,Lost General,383.0000000000,1405.0000000000,Contested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30204959491,Texas,0.3100000000,Fort Worth City Mayor,null,CITY,Mayor,2025-05-03,Lost General,1027.0000000000,39820.0000000000,Contested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30251158087,Tennessee,1.8000000000,Loudon County School Board - District 6,null,LOCAL,null,2026-08-06,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30449001260,Illinois,3.0700000000,Quincy City Mayor,null,CITY,Mayor,2025-04-01,Won General,4130.0000000000,7071.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30463727946,Illinois,5.0000000000,Rochelle 231 School Board,Rochelle 231 School Board,LOCAL,School Board,2025-04-01,Won General,null,null,UnContested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30636706730,Illinois,2.6200000000,Evanston City Clerk,null,CITY,null,2025-04-01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31085822013,Illinois,5.0000000000,Marquette Heights City Council - Ward 1,Marquette Heights City Council - Ward 1,CITY,City Council,2025-04-01,Won General,null,null,UnContested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31083569825,Nebraska,0.3700000000,Omaha City Council - District 2,Omaha City Council - District 2,CITY,City Council,2025-05-13,null,457.0000000000,6267.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31112281240,Pennsylvania,0.5100000000,Luzerne County: Wright Township Supervisor,null,LOCAL,null,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31128330536,Illinois,5.0000000000,Jo Daviess County: West Galena Township Council,Jo Daviess County: West Galena Township Council,LOCAL,Town Council,2025-04-01,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31272528138,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31357452682,Wisconsin,3.6000000000,Waupaca County: Dupont Town Chair,Waupaca County: Dupont Town Chair,LOCAL,City Council,2025-04-01,Lost General,116.0000000000,290.0000000000,Contested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31655092100,Missouri,3.1800000000,Innsbrook Village Board,Innsbrook Village Board,CITY,Town Council,2025-04-08,Lost General,78.0000000000,662.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31670388581,Pennsylvania,4.9600000000,Bethel Park School Board,null,LOCAL,School Board,2025-11-04,Lost General,null,null,Contested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31731901953,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31847418804,Maine,0.0900000000,U.S. Senate - Maine,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
